Class,Message,clean_message,augmented_message
1,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,uve bin awarded 50 to play 4 instant cash call 08715203028 to claim every 9th player wins min 50500 optout 08718727870,uve bin award fifty to play four blink_of_an_eye cash call 08715203028 to claim every ninth player win minute 50500 optout 08718727870
0,"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """, we r stayin here an extra week back next wed how did we do in the rugby this weekend hi to and and  c u soon ,we roentgen stayin here Associate_in_Nursing supernumerary week back following Wednesday how make we bash inch the rugby this weekend hello to and and degree_centigrade uracil soon
0,Well there's still a bit left if you guys want to tonight,well theres still a bit left if you guys want to tonight,well there still angstrom spot left if you guy privation to tonight
0,Not from this campus. Are you in the library?,not from this campus are you in the library,not from this campus are you inch the library
0,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",the affidavit says  ltgt  e twiggs st division g courtroom  ltgt  lttimegt  am ill double check and text you again tomorrow,the affidavit say ltgt vitamin_E twiggs st division gram court ltgt lttimegt americium ailment double check and text you again tomorrow
0,How will I creep on you now? ;_;,how will i creep on you now ,how volition iodine creep on you now
0,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,tell your friends what you plan to do on valentines day  lturlgt,Tell your friend what you plan to bash on valentine day lturlgt
0,If I get there before you after your ten billion calls and texts so help me god,if i get there before you after your ten billion calls and texts so help me god,if iodine get there earlier you after your ten billion call and text sol aid Maine God
0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evng musthu,purity of friendship between two be not about smile after reading the forward messageits about smile just by visual_perception the name gud evng musthu
0,I've told him that i've returned it. That should i re order it.,ive told him that ive returned it that should i re order it,ive state him that ive return information_technology that should iodine rhenium order information_technology
0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",housemaid is the murderer coz the man was murdered on  ltgt th january as public holiday all govtinstituitions are closedincluding post office,maid be the murderer coz the man Washington murder on ltgt Thursday January arsenic populace vacation all govtinstituitions are closedincluding post office
0,Depends on where u going lor.,depends on where u going lor,depend on where uracil departure lor
0,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,and smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you  grins,and smile for Maine right now arsenic you go and the universe volition wonder what you are smile about and think your crazy and support away from you smile
1,FreeMsg>FAV XMAS TONES!Reply REAL,freemsgfav xmas tonesreply real,freemsgfav Christmas tonesreply real_number
0,Lil fever:) now fine:),lil fever now fine,lil fever now fine
0,I think it's all still in my car,i think its all still in my car,iodine think information_technology all still inch my car
0,Can a not?,can a not,can angstrom not
1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,december only had your mobile 11mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on 08002986906,December lone have your Mobile 11mths you are entitle to update to the latest coloring_material camera Mobile for free call the Mobile update carbon_monoxide free on 08002986906
0,Yes princess! I want to catch you with my big strong hands...,yes princess i want to catch you with my big strong hands,yes princess iodine privation to catch you with my large strong hands
0,Oh yeah I forgot. U can only take 2 out shopping at once.,oh yeah i forgot u can only take 2 out shopping at once,Ohio yea iodine forget uracil can lone return two out shopping astatine once
0,Mm so you asked me not to call radio,mm so you asked me not to call radio,millimeter sol you ask Maine not to call radio
0,Thinkin about someone is all good. No drugs for that,thinkin about someone is all good no drugs for that,thinkin about person be all good no drug for that
0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",say this slowly godi love you amp i need youclean my heart with your bloodsend this to ten special people amp u c miracle tomorrow do itplspls do it,say this slowly godi love you ampere iodine need youclean my heart with your bloodsend this to ten special people ampere uracil degree_centigrade miracle tomorrow bash itplspls bash information_technology
0,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",enjoy the showers of possessiveness poured on u by ur loved ones bcoz in this world of lies it is a golden gift to be loved truly,enjoy the shower of possessiveness pour on uracil by Ur love one bcoz inch this universe of lie information_technology be angstrom aureate gift to beryllium love truly
0,"Alright if you're sure, let me know when you're leaving",alright if youre sure let me know when youre leaving,alright if youre certain Lashkar-e-Taiba Maine know when youre departure
0,Some are lasting as much as 2 hours. You might get lucky.,some are lasting as much as 2 hours you might get lucky,some are last arsenic much arsenic two hours you might get lucky
0,Genius what's up. How your brother. Pls send his number to my skype.,genius whats up how your brother pls send his number to my skype,genius whats up how your brother pls send his number to my skype
1,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",gr8 poly tones 4 all mobs direct 2u rply with poly title to 8007 eg poly breathe1 titles crazyin sleepingwith finest ymca getzedcouk pobox365o4w45wq 300p,gr8 poly tone four all mob direct 2u rply with poly title to 8007 eg poly breathe1 title crazyin sleepingwith all_right ymca getzedcouk pobox365o4w45wq 300p
0,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,thk some of em find wtc too far weiyi not goin e rest i dunno yet r ur goin 4 dinner den i might b able to join,thk some of em discovery World_Trade_Center excessively Army_for_the_Liberation_of_Rwanda weiyi not goin vitamin_E remainder iodine dunno yet roentgen Ur goin four dinner lair iodine might bacillus able to articulation
0,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,dont forget who owns you and whos private property you are  and be my good boy always  passionate kiss,dont forget World_Health_Organization own you and World_Health_Organization private property you are and beryllium my good male_child always passionate kiss
1,INTERFLORA - “It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,interflora  its not too late to order interflora flowers for christmas call 0800 505060 to place your order before midnight tomorrow,interflora information_technology not excessively late to order interflora flower for Christmas call 0800 505060 to topographic_point your order earlier midnight tomorrow
0,Oh god..taken the teeth?is it paining,oh godtaken the teethis it paining,Ohio godtaken the teethis information_technology trouble
1,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,romcapspam everyone around should be responding well to your presence since you are so warm and outgoing you are bringing in a real breath of sunshine,romcapspam everyone about should beryllium react well to your presence since you are sol warm and surpass you are delivery inch angstrom real_number breath of sunlight
0,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,then u ask darren go n pick u lor but i oso sian tmr haf 2 meet lect,then uracil ask darren go nitrogen choice uracil lor merely iodine oso Xian tmr haf two meet lect
0,No need to buy lunch for me.. I eat maggi mee..,no need to buy lunch for me i eat maggi mee,no need to bargain lunch for Maine iodine eat maggi mee
1,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",congratulations  thanks to a good friend u have won the 2000 xmas prize 2 claim is easy just call 08712103738 now only 10p per minute btnationalrate,praise thanks to angstrom good friend uracil rich_person South_Korean_won the 2000 Christmas prize two claim be easy just call 08712103738 now lone 10p per minute btnationalrate
0,Ok lor...,ok lor,Oklahoma lor
0,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",oh right ok ill make sure that i do loads of work during the day  got a really nasty cough today and is dry n shot so that should really help it,Ohio right Oklahoma ailment brand certain that iodine bash tons of work during the day get angstrom truly nasty cough today and be dry nitrogen shooting sol that should truly aid information_technology
0,Wife.how she knew the time of murder exactly,wifehow she knew the time of murder exactly,wifehow she know the time of murder precisely
1,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,send a logo 2 ur lover  2 names joined by a heart txt love name1 name2 mobno eg love adam eve 07123456789 to 87077 yahoo pobox36504w45wq txtno 4 no ads 150p,send angstrom logo two Ur lover two name_calling join by angstrom heart txt love name1 name2 mobno eg love Adam Eve 07123456789 to 87077 yokel pobox36504w45wq txtno four no ad 150p
0,Howz that persons story,howz that persons story,howz that person narrative
0,Thanx 4 sending me home...,thanx 4 sending me home,thanx four sending Maine home
0,Its normally hot mail. Com you see!,its normally hot mail com you see,information_technology normally hot mail com you see
1,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",youve won tkts to the euro2004 cup final or 800 cash to collect call 09058099801 b4190604 pobox 7876150ppm,youve South_Korean_won tkts to the euro2004 cup final Oregon 800 cash to collect call 09058099801 b4190604 pobox 7876150ppm
0,U sick still can go shopping?,u sick still can go shopping,uracil sick still can go shopping
0,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",ya they are well and fine bbdpooja full pimpleseven she become quite blackand ur rite here its too cold wearing sweatter,ya they are well and fine bbdpooja full_moon pimpleseven she become quite blackand Ur rite here information_technology excessively cold erosion sweatter
0,Nice.nice.how is it working?,nicenicehow is it working,nicenicehow be information_technology working
0,1's reach home call me.,1s reach home call me,one range home call Maine
0,Were trying to find a Chinese food place around here,were trying to find a chinese food place around here,be try to discovery angstrom Chinese food topographic_point about here
0,"Easy mate, * guess the quick drink was bit ambitious.",easy mate  guess the quick drink was bit ambitious,easy mate guess the quick drink Washington spot ambitious
0,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,babe  i miiiiiiissssssssss you  i need you  i crave you    geeee  im so sad without you babe  i love you ,baby iodine miiiiiiissssssssss you iodine need you iodine crave you geeee im sol sad without you baby iodine love you
0,Ok thanx...,ok thanx,Oklahoma thanx
0,aathi..where are you dear..,aathiwhere are you dear,aathiwhere are you beloved
0,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",tunji hows the queen how are you doing this is just wishing you a great day abiola,tunji hows the queen how are you make this be just wish you angstrom great day abiola
0,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,today iz yellow rose day if u love my frndship give me 1 misscall amp send this to ur frndz amp see how many miss calls u get if u get 6missed u marry ur lover,today iz yellow rose day if uracil love my frndship give Maine one misscall ampere send this to Ur frndz ampere see how many girl call uracil get if uracil get 6missed uracil marry Ur lover
0,Will be out of class in a few hours. Sorry,will be out of class in a few hours sorry,volition beryllium out of class inch angstrom few hours regretful
0,Wat time u finish ur lect today?,wat time u finish ur lect today,wat time uracil coating Ur lect today
1,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",freemessage jamsterget the crazy frog sound now for poly text mad1 for real text mad2 to 88888 6 crazy sounds for just 3 gbpweek 16only tcs apply,freemessage jamsterget the crazy frog sound now for poly text mad1 for real_number text mad2 to 88888 six crazy sound for just three gbpweek 16only technetium use
0,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",sad story of a man  last week was my bday my wife didnt wish me my parents forgot n so did my kids  i went to work even my colleagues did not wish as i entered my cabin my pa said  happy bday boss  i felt special she askd me 4 lunch after lunch she invited me to her apartment we went there she said do u mind if i go into the bedroom for a minute   ok i sed in a sexy mood she came out 5 minuts latr wid a caken my wife my parents my kidz my friends n my colleagues all screaming surprise  and i was waiting on the sofa    naked,sad narrative of angstrom man stopping_point week Washington my bday my wife didnt wish Maine my parent forget nitrogen sol make my child iodine travel to work evening my colleague make not wish arsenic iodine enter my cabin my dad state happy bday foreman iodine felt special she askd Maine four lunch after lunch she invite Maine to her apartment we travel there she state bash uracil mind if iodine go into the bedroom for angstrom minute Oklahoma iodine sed inch angstrom sexy temper she come out five minuts latr wid angstrom caken my wife my parent my kidz my friend nitrogen my colleague all scream surprise and iodine Washington wait on the sofa bare
1,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",your chance to be on a reality fantasy show call now  08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national  rate call,your opportunity to beryllium on angstrom world fantasy show call now 08707509020 just 20p per minute ntt ltd polonium box 1327 croydon cr9 5wb 0870 be angstrom national rate call
0,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,shes fine good to hear from you how are you my dear happy new year oh,shes fine good to hear from you how are you my beloved happy new year Ohio
0,Are you going to wipro interview today?,are you going to wipro interview today,are you departure to wipro interview today
0,how tall are you princess?,how tall are you princess,how tall are you princess
0,I doubt you could handle 5 times per night in any case...,i doubt you could handle 5 times per night in any case,iodine doubt you could handle five times per night inch any case
0,Haha... Hope ü can hear the receipt sound... Gd luck!,haha hope  can hear the receipt sound gd luck,haha hope can hear the reception sound soman fortune
0,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,your gonna be the death if me im gonna leave a note that says its all robs fault avenge me,your gonna beryllium the death if Maine im gonna leave angstrom note that say information_technology all rob mistake revenge Maine
0,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",japanese proverb if one can do it u too can do it if none can do itu must do it indian version if one can do it let him do it if none can do itleave it and finally kerala version if one can do it stop him doing it if none can do it make a strike against it ,Japanese proverb if one can bash information_technology uracil excessively can bash information_technology if none can bash itu must bash information_technology Indian version if one can bash information_technology Lashkar-e-Taiba him bash information_technology if none can bash itleave information_technology and finally kerala version if one can bash information_technology stop him make information_technology if none can bash information_technology brand angstrom strike against information_technology
0,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ?,today im not workin but not free oso gee thgt u workin at ur frens shop ,today im not workin merely not free oso g thgt uracil workin astatine Ur frens shop
0,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,in life when you face choices just toss a coin not becoz its settle the question but while the coin in the air u will know what your heart is hoping for gudni8,inch life when you face choice just flip angstrom coin not becoz information_technology settle the question merely while the coin inch the air uracil volition know what your heart be hope for gudni8
0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",do you know why god created gap between your fingers so that one who is made for you comes amp fills those gaps by holding your hand with love,bash you know why God make gap between your finger sol that one World_Health_Organization be make for you semen ampere fill those gap by retention your hand with love
0,I want to be there so i can kiss you and feel you next to me,i want to be there so i can kiss you and feel you next to me,iodine privation to beryllium there sol iodine can kiss you and feel you following to Maine
0,I am not at all happy with what you saying or doing,i am not at all happy with what you saying or doing,iodine americium not astatine all happy with what you saying Oregon make
1,Adult 18 Content Your video will be with you shortly,adult 18 content your video will be with you shortly,adult eighteen content your video volition beryllium with you shortly
0,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?",ok that would b lovely if u r sure think about wot u want to do drinkin dancin eatin cinema in out about up to u wot about ,Oklahoma that would bacillus cover_girl if uracil roentgen certain think about wot uracil privation to bash drinkin dancin eatin film inch out about up to uracil wot about
0,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,what im saying is if you havent explicitly told nora i know someone im probably just not gonna bother,what im saying be if you havent explicitly state nora iodine know person im probably just not gonna fuss
0,He says hi and to get your ass back to south tampa (preferably at a kegger),he says hi and to get your ass back to south tampa preferably at a kegger,helium say hello and to get your buttocks back to South Tampa preferably astatine angstrom kegger
0,Smith waste da.i wanna gayle.,smith waste dai wanna gayle,Smith waste dai wanna gayle
0,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",mum ive sent you many many messages since i got here i just want to know that you are actually getting them do enjoy the rest of your day,florist's_chrysanthemum ive sent you many many message since iodine get here iodine just privation to know that you are actually acquiring them bash enjoy the remainder of your day
0,"Aight, tomorrow around  &lt;#&gt;  it is",aight tomorrow around  ltgt  it is,aight tomorrow about ltgt information_technology be
0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",housemaid is the murderer coz the man was murdered on  ltgt th january as public holiday all govtinstituitions are closedincluding post officeunderstand,maid be the murderer coz the man Washington murder on ltgt Thursday January arsenic populace vacation all govtinstituitions are closedincluding post officeunderstand
1,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",your chance to be on a reality fantasy show call now  08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national  rate call,your opportunity to beryllium on angstrom world fantasy show call now 08707509020 just 20p per minute ntt ltd polonium box 1327 croydon cr9 5wb 0870 be angstrom national rate call
0,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,i actually did for the first time in a while i went to bed not too long after i spoke with you woke up at 7 how was your night,iodine actually make for the first time inch angstrom while iodine travel to bed not excessively hanker after iodine spoke with you wake up astatine seven how Washington your night
0,See you there!,see you there,see you there
0,I dont understand your message.,i dont understand your message,iodine dont understand your message
0,Crucify is c not s. You should have told me earlier.,crucify is c not s you should have told me earlier,crucify be degree_centigrade not second you should rich_person state Maine earlier
0,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",idk you keep saying that youre not but since he moved we keep butting heads over freedom vs responsibility and im tired i have so much other shit to deal with that im barely keeping myself together once this gets added to it,idk you support saying that youre not merely since helium travel we support border head over freedom volt duty and im tire iodine rich_person sol much other crap to deal with that im barely keeping myself together once this get add to information_technology
0,Fuck cedar key and fuck her (come over anyway tho),fuck cedar key and fuck her come over anyway tho,fuck cedar key and fuck her semen over anyhow Tho
0,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,twenty past five helium state volition this train rich_person be to Durham already Oregon not coz iodine americium inch angstrom reserve seat
1,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",hey boys want hot xxx pics sent direct 2 ur phone txt porn to 69855 24hrs free and then just 50p per day to stop text stopbcm sf wc1n3xx,hey male_child privation hot thirty movie sent direct two Ur telephone txt pornography to 69855 24hrs free and then just 50p per day to stop text stopbcm sf wc1n3xx
0,U still painting ur wall?,u still painting ur wall,uracil still painting Ur wall
1,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",last chance claim ur 150 worth of discount vouchers today text shop to 85023 now savamob offers mobile t cs savamob pobox84 m263uz 300 sub 16,stopping_point opportunity claim Ur one_hundred_fifty worth of discount voucher today text shop to 85023 now savamob offer Mobile thymine cesium savamob pobox84 m263uz three_hundred bomber sixteen
0,Printer is cool. I mean groovy. Wine is groovying,printer is cool i mean groovy wine is groovying,printer be cool iodine mean bang-up wine be groovying
0,Hi Harish's rent has been transfred to ur Acnt.,hi harishs rent has been transfred to ur acnt,hello harishs rent hour_angle be transfred to Ur acnt
0,Anything lor is she coming?,anything lor is she coming,anything lor be she approach
0,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,cbe is really good nowadayslot of shop and showroomscity is shaping good,cbe be truly good nowadayslot of shop and showroomscity be shaping good
0,Ü still attending da talks?, still attending da talks,still attention district_attorney negotiation
0,No probs hon! How u doinat the mo?,no probs hon how u doinat the mo,no probs hon how uracil doinat the moment
0,K I'll take care of it,k ill take care of it,kelvin ailment return care of information_technology
0,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,i take it we didnt have the phone callon friday can we assume we wont have it this year now,iodine return information_technology we didnt rich_person the telephone callon Friday can we assume we habit rich_person information_technology this year now
0,My battery is low babe,my battery is low babe,my battery be low baby
0,Shuhui has bought ron's present it's a swatch watch...,shuhui has bought rons present its a swatch watch,shuhui hour_angle buy Ron present information_technology angstrom swatch watch
0,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",yeah theres quite a bit left ill swing by tomorrow when i get up,yea there quite angstrom spot left ailment swing by tomorrow when iodine get up
0,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,babe you said 2 hours and its been almost 4  is your internet down ,baby you state two hours and information_technology be about four be your internet down
0,K I'll be sure to get up before noon and see what's what,k ill be sure to get up before noon and see whats what,kelvin ailment beryllium certain to get up earlier noon and see whats what
0,K...k...yesterday i was in cbe .,kkyesterday i was in cbe ,kkyesterday iodine Washington inch cbe
0,Went to ganesh dress shop,went to ganesh dress shop,travel to Ganesh dress shop
1,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",pdatenow  double mins and 1000 txts on orange tariffs latest motorola sonyericsson  nokia  bluetooth free call mobileupd8 on 08000839402 or call2optoutyhl,pdatenow double minute and thousand txts on orange duty latest motorola sonyericsson nokia bluetooth free call mobileupd8 on 08000839402 Oregon call2optoutyhl
0,Ü collecting ur laptop then going to configure da settings izzit?, collecting ur laptop then going to configure da settings izzit,collection Ur laptop then departure to configure district_attorney setting izzit
0,If you r @ home then come down within 5 min,if you r  home then come down within 5 min,if you roentgen home then semen down inside five minute
0,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",aight i should be there by 8 at the latest probably closer to 7 are jay and tyler down or should we just do two trips,aight iodine should beryllium there by eight astatine the latest probably closer to seven are Jay and Tyler down Oregon should we just bash two trip
0,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,come aftr  ltdecimalgt now i m cleaning the house,semen aftr ltdecimalgt now iodine meter cleaning the house
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,ur cashbalance is currently 500 pounds  to maximize ur cashin now send cash to 86688 only 150pmsg cc 08718720201 po box 11414 tcrw1,Ur cashbalance be presently five_hundred pound to maximize Ur cashin now send cash to 86688 lone 150pmsg milliliter 08718720201 polonium box 11414 tcrw1
0,"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.",bill as in are there any letters for me im expecting one from orange that isnt a bill but may still say orange on it,bill arsenic inch are there any letters for Maine im expect one from orange that isnt angstrom bill merely May still say orange on information_technology
0,Tell me pa. How is pain de.,tell me pa how is pain de,Tell Maine dad how be pain Delaware
0,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,hi darlin i hope you had a nice night i wish i had come cant wait to see you love fran ps i want dirty anal sex and i want a 10 man gang bang,hello darlin iodine hope you have angstrom Nice night iodine wish iodine have semen buzzword delay to see you love fran postscript iodine privation dirty anal sexual_activity and iodine privation angstrom ten man gang knock
0,"Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",ha you dont know either i did a a clever but simple thing with pears the other day perfect for christmas,hour_angle you dont know either iodine make angstrom angstrom cagey merely simple thing with pear the other day perfective for Christmas
0,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",helloooo wake up sweet morning welcomes you enjoy this day with full of joy gud mrng,helloooo aftermath up Sweet morning welcome you enjoy this day with full_moon of joy gud mrng
0,ALRITE,alrite,alrite
0,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,why must we sit around and wait for summer days to celebrate such a magical sight when the worlds dressed in white oooooh let there be snow,why must we sit about and delay for summer days to observe such angstrom charming sight when the universe dress inch White oooooh Lashkar-e-Taiba there beryllium snow
1,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,urgent your mobile number has been awarded with a 2000 prize guaranteed call 09058094454 from land line claim 3030 valid 12hrs only,pressing your Mobile number hour_angle be award with angstrom 2000 prize guarantee call 09058094454 from land line claim 3030 valid 12hrs lone
0,How do you guys go to see movies on your side.,how do you guys go to see movies on your side,how bash you guy go to see movie on your side
0,"Sorry,in meeting I'll call later",sorryin meeting ill call later,sorryin meeting ailment call later
0,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,you didnt have to tell me thatnow im thinking plus hes going to stop all your runs,you didnt rich_person to Tell Maine thatnow im thinking asset helium departure to stop all your run
0,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,kindly send some one to our flat before  ltdecimalgt  today,charitable send some one to our flat earlier ltdecimalgt today
1,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,sorry u can not unsubscribe yet the mob offer package has a min term of 54 weeks pls resubmit request after expiry reply themob help 4 more info,regretful uracil can not unsubscribe yet the mob offer package hour_angle angstrom minute term of fifty-four week pls feed_back request after termination answer themob aid four More information
0,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,nothing lor a bit bored too then y dun u go home early 2 sleep today,nothing lor angstrom spot bore excessively then yttrium dun uracil go home early two sleep today
0,What time should I tell my friend to be around?,what time should i tell my friend to be around,what time should iodine Tell my friend to beryllium about
0,Yes. that will be fine. Love you. Be safe.,yes that will be fine love you be safe,yes that volition beryllium fine love you beryllium safe
0,Thanks chikku..:-) gud nyt:-*,thanks chikku gud nyt,thanks chikku gud nyt
0,Is xy in ur car when u picking me up?,is xy in ur car when u picking me up,be XY inch Ur car when uracil picking Maine up
0,"Thanx 4 the time we’ve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",thanx 4 the time weve spent 2geva its bin mint ur my baby and all i want is uxxxx,thanx four the time weve spend 2geva information_technology bin batch Ur my baby and all iodine privation be uxxxx
0,"Yo, any way we could pick something up tonight?",yo any way we could pick something up tonight,yo any manner we could choice something up tonight
0,I've not sent it. He can send me.,ive not sent it he can send me,ive not sent information_technology helium can send Maine
0,Fine am simply sitting.,fine am simply sitting,fine americium merely sitting
0,Thts god's gift for birds as humans hav some natural gift frm god..,thts gods gift for birds as humans hav some natural gift frm god,thts God gift for bird arsenic world hav some natural gift frm God
0,Are you coming to day for class.,are you coming to day for class,are you approach to day for class
0,Im done. Just studyn in library,im done just studyn in library,im make just studyn inch library
0,Ok... U enjoy ur shows...,ok u enjoy ur shows,Oklahoma uracil enjoy Ur show
0,Anything...,anything,anything
